id,name,address,postcode,review count,rating
2054,Norbury Café & Restaurant,"1329 London Rd, Norbury, London SW16 4AU, United Kingdom",SW16 4AU,322,4.2
2055,Beans and Bubbles,"19 Trinity Rd, Tooting Bec, London SW17 7SD, United Kingdom",SW17 7SD,81,4.9
2056,The Slade Cafe,"342 Plumstead Common Rd, London SE18 2AJ, United Kingdom",SE18 2AJ,300,4.6
2057,Greggs,"33, 33A Central Parade, New Addington, Croydon CR0 0JD, United Kingdom",CR0 0JD,231,
2058,Tulse Hill Cafe Restaurant,"385 Norwood Rd, Norwood, London SE27 9BQ, United Kingdom",SE27 9BQ,148,5
2059,The Electric Cafe,"258 Norwood Rd, Norwood, London SE27 9AJ, United Kingdom",SE27 9AJ,302,4.3
2060,Kaz Cafe,"85 Woolwich New Rd, London SE18 6ED, United Kingdom",SE18 6ED,123,4.2
2061,Heritage Café,"Heritage Café, Bostall Gardens, Viola Ave, Abbey Wood, London SE2 0TQ, United Kingdom",SE2 0TQ,20,4.5
2062,Cafe Royal,"155 Plumstead Rd, London SE18 7DY, United Kingdom",SE18 7DY,88,4.4
2063,Kanto Coffee,"1st Floor, 38 High St, New Malden KT3 4HE, United Kingdom",KT3 4HE,6,
2064,Common Cafe and Grill Restaurant,"13 Greyhound Ln, London SW16 5NP, United Kingdom",SW16 5NP,51,4.2
2065,The Goldfinch Cafe,"235 Streatham High Rd, London SW16 6EN, United Kingdom",SW16 6EN,129,4.6
2066,Juliet’s Quality Foods,"110 Mitcham Rd, London SW17 9NG, United Kingdom",SW17 9NG,737,4.4
2067,Lakeview Kiosk,"Danson Park, Danson Rd DA6 8HL, United Kingdom",DA6 8HL,16,4.6
2068,39 Steps Coffee Roasters,"Unit 8 Gateway Business Center, Tom Cribb Rd, London SE28 0EZ, United Kingdom",SE28 0EZ,32,5
2069,Crust and Coffee,"290 Haydons Rd, London SW19 8JZ, United Kingdom",SW19 8JZ,53,4.9
2070,Korabi,"310 Broadway, Bexleyheath DA6 8AA, United Kingdom",DA6 8AA,4,
2071,Twins Cafe,"Welling DA16 1LN, United Kingdom",,234,4.7
2072,Ali’s Cafe,"Rainham RM13 9BU, United Kingdom",,35,4.6
2073,Brunch Star,"725 Garratt Ln, London SW17 0PD, United Kingdom",SW17 0PD,0,4.8
2074,Jack's Cafe,"145 Rainham Rd, Rainham RM13 7RB, United Kingdom",RM13 7RB,285,4.7
2075,Mums Cafe,"7 Leonard Rd, London SW16 5SY, United Kingdom",SW16 5SY,59,4.6
2076,Well Bean Co - Café,"1-2 Upper Dock Walk, London E16 2GU, United Kingdom",E16 2GU,368,3.7
2077,Sunshine Cafe,"104A Parsonage Manorway, Belvedere DA17 6LY, United Kingdom",DA17 6LY,318,4.6
2078,Star Express Selsdon,"212a Addington Rd, Selsdon, South Croydon CR2 8LD, United Kingdom",CR2 8LD,68,4.3
2079,Memento Cafe,"334 Balham High Rd, Tooting Bec, London SW17 7AA, United Kingdom",SW17 7AA,19,4.9
2080,Joice Balham,"239 Balham High Rd, Tooting Bec, London SW17 7BE, United Kingdom",SW17 7BE,293,4.6
2081,Café Barcelona,"344 Streatham High Rd, London SW16 6HH, United Kingdom",SW16 6HH,552,4.7
2082,Mays of London,"42-44 Avenue Rd, Bexleyheath DA7 4EG, United Kingdom",DA7 4EG,53,4.6
2083,Selsdon Cafe and Restaurant,"6 Selsdon Cres, Addington Rd, Selsdon, South Croydon CR2 8LH, United Kingdom",CR2 8LH,192,4.7
2084,Giggling Sausage,"229 Broadway, Bexleyheath DA6 7EJ, United Kingdom",DA6 7EJ,699,4.7
2085,Cafeology,"40 Stelling Rd, Erith DA8 3JQ, United Kingdom",DA8 3JQ,25,4.6
2086,Hyde Farm Café,"71 Emmanuel Rd, London SW12 0HR, United Kingdom",SW12 0HR,310,4.9
2087,Cafe Deluxe,"6 Bellegrove Rd, Welling DA16 3PR, United Kingdom",DA16 3PR,227,4.6
2088,Beano's Cafe,"164 Mayplace Rd E, Bexleyheath DA7 6EJ, United Kingdom",DA7 6EJ,193,5
2089,GAIL's Bakery Victoria Park,"Victoria Park, 87 Lauriston Rd, London E9 7HL, United Kingdom",E9 7HL,552,4.1
2090,Out of the Woods,"83 Colworth Rd, London E11 1HY, United Kingdom",E11 1HY,182,4.7
2091,Perfect Cafe,"1HW, 23 Mill Rd, Erith DA8 1HW, United Kingdom",DA8 1HW,240,4.4
2092,PAUL Gloucester Road,"73 Gloucester Rd, South Kensington, London SW7 4SS, United Kingdom",SW7 4SS,595,4
2093,Lunch Box,"104 Tamworth Rd, Croydon CR0 1XX, United Kingdom",CR0 1XX,129,4.4
2094,Delice,"122 Streatham Hill, London SW2 4RS, United Kingdom",SW2 4RS,69,4.6
2095,Perfect Cafe,"230 Blackfen Rd, Sidcup DA15 8PW, United Kingdom",DA15 8PW,58,4.6
2096,Abbey Cafe,"183 Abbey Wood Rd, Abbey Wood, London SE2 9DZ, United Kingdom",SE2 9DZ,467,4.3
2097,Caffe Negozio,"Station, Stonewood Rd, Erith DA8 1TY, United Kingdom",DA8 1TY,11,0
2098,Maddison's Bakery,"157 Blendon Rd, Bexley DA5 1BT, United Kingdom",DA5 1BT,42,4.4
2099,Café De Niro,"273 S Norwood Hill, London SE25 6DP, United Kingdom",SE25 6DP,265,4.3
2100,Munchies,"228 Bexley Rd, Erith DA8 3HB, United Kingdom",DA8 3HB,218,4.1
2101,Sunshine Cafe (MORDEN),"54 Central Rd, Morden SM4 5RP, United Kingdom",SM4 5RP,177,4.6
2102,Cafe Du Parc,"122 Arthur Rd, London SW19 8AA, United Kingdom",SW19 8AA,124,4.8
2103,Mayday Cafe,"355 London Rd, Croydon CR0 3PB, United Kingdom",CR0 3PB,86,4.6
2104,Brothers Bakery,"12 Crescent Way, Orpington BR6 9LP, United Kingdom",BR6 9LP,124,4.8
2105,The M,"North 34 High Rd, London N9 4DJ, United Kingdom",N9 4DJ,68,4.6
2106,Mem's Highway Cafe,"92 Kings Hwy, London SE18 2BG, United Kingdom",SE18 2BG,347,4
2107,Fatima’s Glacier Cafe,"1031 London Rd, Thornton Heath CR7 6JF, United Kingdom",CR7 6JF,54,4.3
2108,Chinchins - Cafe Restaurant Bar,"171 Broadway, London, Bexleyheath DA6 7ES, United Kingdom",DA6 7ES,552,4.6
2109,Two Brothers Cafe & Restaurant,"222 St James's Rd, Croydon CR0 2BW, United Kingdom",CR0 2BW,193,4.6
2110,Biggin Cafe,"151 Main Rd, Biggin Hill, Westerham TN16 3JP, United Kingdom",TN16 3JP,294,4.7
2111,Golden Cafe,"243 Balham High Rd, Tooting Bec, London SW17 7BE, United Kingdom",SW17 7BE,154,4
2112,Crescent Cafe,"18 Crescent Way, Orpington BR6 9LS, United Kingdom",BR6 9LS,115,4.5
2113,Waite & Rose Café,"Main Rd, Biggin Hill, Westerham TN16 3BB, United Kingdom",TN16 3BB,3,4.1
2114,The Tram Stop,"231 Lower Addiscombe Rd, Croydon CR0 6RD, United Kingdom",CR0 6RD,362,4.4
2115,Arin Cafe & Restaurant,"106 Anerley Rd, London SE19 2AN, United Kingdom",SE19 2AN,207,4.7
2116,Holwood Farm Cafe,"New Rd Hill, Leaves Green, Keston BR2 6AB, United Kingdom",BR2 6AB,32,4.4
2117,Nightingale Café,"Memorial Museum, Biggin Hill, Leaves Green, Westerham TN16 3EG, United Kingdom",TN16 3EG,25,4.3
2118,Brunchies Cafe,"112 Westmead Rd, Sutton SM1 4JD, United Kingdom",SM1 4JD,134,4.5
2119,Bonjour Brioche,"88 Quicks Rd, London SW19 1EX, United Kingdom",SW19 1EX,361,4.5
2120,Milk No Milk,"281 Kingston Rd, London SW20 8LB, United Kingdom",SW20 8LB,261,4.3
2121,Cafe Olé,"96 Mitcham Rd, London SW17 9NG, United Kingdom",SW17 9NG,613,4.2
2122,Pintadera Café,"50 Knights Hill, Norwood, London SE27 0JD, United Kingdom",SE27 0JD,279,5
2123,All About That Brunch,"Lombard Business Park, Lombard Rd, London SW19 3TZ, United Kingdom",SW19 3TZ,16,4.5
2124,Noname Café,"4 Crescent Way, Orpington BR6 9LP, United Kingdom",BR6 9LP,476,4.4
2125,CAFE SW19,"234 Merton Rd, London SW19 1EQ, United Kingdom",SW19 1EQ,269,4.6
2126,Elly's Cafe,"288A Brighton Rd, South Croydon CR2 6AG, United Kingdom",CR2 6AG,917,4.4
2127,GAIL's Bakery The Cut,"73 The Cut, London SE1 8LL, United Kingdom",SE1 8LL,203,4.1
2128,80 Stone Coffee Roasters,"Unit 19, Silver Wing Industrial Estate, Horatius Way, Croydon CR0 4RU, United Kingdom",CR0 4RU,135,5
2129,Today's Cafe,"267 Brighton Rd, South Croydon CR2 6EN, United Kingdom",CR2 6EN,398,4.4
2130,Mellows Pavilion Cafe,"Stafford Rd, Wallington SM6 9BU, United Kingdom",SM6 9BU,251,4.9
2131,Anita's Kitchen,"Anita's Kitchen, Airport House, 265 Purley Way, Croydon CR0 0XZ, United Kingdom",CR0 0XZ,20,4.3
2132,Purley Oaks Station Cafe,"Purley Oaks Rd, South Croydon CR2 0QD, United Kingdom",CR2 0QD,110,4.3
2133,The Factory Cafe,"Thameside Industrial Estate, 33 Factory Rd, London E16 2HB, United Kingdom",E16 2HB,2,4.9
2134,The Rusty Bike Café,"Fassnidge Park, Rockingham Parade, Uxbridge UB8 2UW, United Kingdom",UB8 2UW,312,4.7
2135,Helena Café,"capital business centre, Carlton Rd, South Croydon CR2 0BS, United Kingdom",CR2 0BS,28,4.7
2136,Boon Cafe,"72 Chelsham Rd, South Croydon CR2 6HY, United Kingdom",CR2 6HY,29,4.8
2137,Marmaris Cafe,"75 Mitchley Ave, South Croydon CR2 9HN, United Kingdom",CR2 9HN,347,4.8
2138,Sweet Coffee 4 ways,"73, 75 Old Montague St, London E1 5NL, United Kingdom",E1 5NL,19,4.2
2139,Blowing Dandelion,"3 Belvedere Rd, London SE19 2HJ, United Kingdom",SE19 2HJ,258,4.6
2140,Bon Appetit Bethnal Green,"88 Roman Rd, Bethnal Green, London E2 0PG, United Kingdom",E2 0PG,67,4.7
2141,Dobbies Waterfall Café,"Woodmansterne Ln, Wallington SM6 0SU, United Kingdom",SM6 0SU,206,4.3
2142,Carvalho's Cafe,"106 Natal Rd, London SW16 6HZ, United Kingdom",SW16 6HZ,204,4.6
2143,Taste Coffee shop,"14 Well Hall Parade, London SE9 6SP, United Kingdom",SE9 6SP,306,4.5
2144,Leafwild Cafe,"156 Ladbroke Grove, London W10 5NA, United Kingdom",W10 5NA,322,4.7
2145,Cafe 207,"207 Trinity Rd, London SW17 7HW, United Kingdom",SW17 7HW,21,4.8
2146,Colairo's Café-Deli,"1 Westow St, London SE19 3RY, United Kingdom",SE19 3RY,189,4.2
2147,Chicory - Artisanal Kitchen & Coffee,"80 High St, London SE25 6EA, United Kingdom",SE25 6EA,70,0
2148,Creamycoffee,"152 Barking Rd, London E16 1EN, United Kingdom",E16 1EN,56,4.5
2149,Mowchi Mile End,"450 Mile End Rd, London E1 4GG, United Kingdom",E1 4GG,307,4.3
2150,Caffe Arabica,"157 Devons Rd, London E3 3QX, United Kingdom",E3 3QX,286,4.9
2151,Rise,"108 Brockley Rise, London SE23 1NH, United Kingdom",SE23 1NH,209,4.6
2152,Le Delice,"38 Ladywell Rd, London SE13 7UZ, United Kingdom",SE13 7UZ,776,4.6
2153,Bijou Cafe,"Burnt Ash Hill, London SE12 0AA, United Kingdom",SE12 0AA,150,4.4
2154,Chez Maitre,"92-96 Westmount Rd, London SE9 1UT, United Kingdom",SE9 1UT,221,4.5
2155,Mile End Sandwich Bar,"630 Mile End Rd, Bow, London E3 4PH, United Kingdom",E3 4PH,116,4.1
2156,Rotunda Cafe,"Island Gardens, Saunders Ness Rd, London E14 3EA, United Kingdom",E14 3EA,105,4.6
2157,Benugo at Young V & A,"Cambridge Heath Rd, Bethnal Green, London E2 9PA, United Kingdom",E2 9PA,92,4.2
2158,The Great Map Cafe,"London SE10 9NF, United Kingdom",,7,3.8
2159,Grounded London,"90, 92 Bow Rd, Bow, London E3 3AA, United Kingdom",E3 3AA,847,4.7
2160,The Friends Cafe London,"2 Barnard Cl, London SE18 6JQ, United Kingdom",SE18 6JQ,350,4.2
2161,Viva Cafe Bistro,"220-222 Trafalgar Rd, London SE10 9ER, United Kingdom",SE10 9ER,212,4.7
2162,Zest Brunch & Bar,"Unit 1, Exchange Point, Loampit Vale, London SE13 7NX, United Kingdom",SE13 7NX,325,4.7
2163,Wakey Wakey,"319 New Cross Rd, London SE14 6AS, United Kingdom",SE14 6AS,364,4.6
2164,Riverside Café,"11C South Cres, Cody Rd, London E16 4TL, United Kingdom",E16 4TL,32,4.5
2165,Parkside Cafe,"127 High St S, London E6 3PA, United Kingdom",E6 3PA,432,4.3
2166,Dee Light Bakery,"14 Ritherdon Rd, London SW17 8QD, United Kingdom",SW17 8QD,244,4.2
2167,Coffee Village,"9 Saffron Central Sq, Croydon CR0 2FT, United Kingdom",CR0 2FT,101,4.5
2168,Querky Cafe,"110 Watney St, London E1 2QE, United Kingdom",E1 2QE,378,4
2169,Running Late Coffee,"249b Mare St, London E8 3NS, United Kingdom",E8 3NS,161,4.6
2170,Café Crofton Park,"397 Brockley Rd, London SE4 2PH, United Kingdom",SE4 2PH,335,4.6
2171,Brown & Green at the Station,"Crystal Palace Station Rd, London SE19 2BF, United Kingdom",SE19 2BF,214,4.4
2172,The Round,"Straker's Rd, Peckham Rye, London SE15 3UA, United Kingdom",SE15 3UA,321,4.7
2173,GAIL's Bakery Wimbledon Broadway,"33 The Broadway, London SW19 1QB, United Kingdom",SW19 1QB,117,4
2174,Cafe G.,"184 Peckham Rye, London SE22 9QA, United Kingdom",SE22 9QA,446,3.5
2175,Coffee Time Croydon,"98 Church St, Croydon CR0 1RD, United Kingdom",CR0 1RD,73,4.2
2176,Star Café Lewisham,"387 Lewisham High St, London SE13 6NZ, United Kingdom",SE13 6NZ,277,4.8
2177,Mario's Cafe,"139 Three Colt St, London E14 8AP, United Kingdom",E14 8AP,564,4.7
2178,The Full Monty,"254 Globe Rd, Bethnal Green, London E2 0JD, United Kingdom",E2 0JD,399,4.5
2179,Cafe Norris + Knight,"118 Forest Hill Rd, London SE22 0RS, United Kingdom",SE22 0RS,209,4.7
2180,The Fire Station Cafe,"4 Queen's Rd, London SW19 8ND, United Kingdom",SW19 8ND,73,4.5
2181,Delizia,"33 Burdett Rd, Bow, London E3 4TN, United Kingdom",E3 4TN,210,4.2
2182,Ali’s Deli Cafe,"566 Barking Rd, London E13 9JU, United Kingdom",E13 9JU,138,4.3
2183,Ozzies Cafe London,"192A Rye Ln, London SE15 4NF, United Kingdom",SE15 4NF,189,4.5
2184,Caffè Nero,"45 The Broadway, Stanmore HA7 4DJ, United Kingdom",HA7 4DJ,342,4.1
2185,Bridget's - ASL Café & Chobham Manor Community Centre,"1-3 Brevet Parade, Honour Lea Ave, Chobham Manor, London E20 1LF, United Kingdom",E20 1LF,57,4.2
2186,Bespoke Café,"103 Ballards Ln, London N3 1XY, United Kingdom",N3 1XY,104,4.5
2187,Venetias coffee shop,"55 Chatsworth Rd, Lower Clapton, London E5 0LH, United Kingdom",E5 0LH,187,4.4
2188,GAIL's Bakery Mill Hill,"88 The Broadway, London NW7 3TB, United Kingdom",NW7 3TB,269,3.9
2189,Honey Bakery,"119 The Broadway, London NW7 3TG, United Kingdom",NW7 3TG,99,4.7
2190,Cronera,"241 Hoe St, London E17 9PP, United Kingdom",E17 9PP,34,4.6
2191,Rose Cafe & Restaurant,"198 Philip Ln, London N15 4HH, United Kingdom",N15 4HH,135,4.3
2192,Recharge,"140 Roman Rd, Bethnal Green, London E2 0RY, United Kingdom",E2 0RY,130,4.4
2193,MILK,"164 Manor Ln, London SE12 8LP, United Kingdom",SE12 8LP,149,4.3
2194,Pausa Cafe,"Friern Bridge Retail Park, Pegasus Way, London N11 3PW, United Kingdom",N11 3PW,1,5
2195,Cafe Latte,"147 Blackstock Rd, Finsbury Park, London N4 2JS, United Kingdom",N4 2JS,174,4.4
2196,De Cafe Lounge & De biryani Lounge,"14 Barking Rd, London E6 3BP, United Kingdom",E6 3BP,445,4.2
2197,Cafe Bonnane,"14 Booth Rd, London E16 2FN, United Kingdom",E16 2FN,313,4.4
2198,Holtwhites Bakery Enfield,"119 Chase Side, Enfield EN2 6NN, United Kingdom",EN2 6NN,384,4.9
2199,Freemasons Cafe,"27 Freemasons Rd, London E16 3AR, United Kingdom",E16 3AR,161,3.4
2200,My Caffe,"731 High Rd, London N12 0BP, United Kingdom",N12 0BP,42,4.6
2201,H’s Cafe,"82 Neptune St, London SE16 7JP, United Kingdom",SE16 7JP,207,4.6
2202,Station Cafe,"23 Staplehurst Rd, London SE13 5ND, United Kingdom",SE13 5ND,193,4.3
2203,The Second Wife - Breakfast & Brunch,"18 Hessel St, London E1 2LP, United Kingdom",E1 2LP,235,4
2204,Tesco Cafe,"Grand Depot Rd, London SE18 6HQ, United Kingdom",SE18 6HQ,66,3.7
2205,Sokolatinna M&M - Bakery & Patisserie,"23 Church St, Enfield EN2 6AF, United Kingdom",EN2 6AF,49,4.9
2206,De Beauvoir Deli Cafe (dine-in only),"99 Southgate Rd, London N1 3JS, United Kingdom",N1 3JS,133,4.4
2207,Kem's Cafe London,"398 Lewisham High St, London SE13 6LJ, United Kingdom",SE13 6LJ,145,4.3
2208,2 T's Cafe London,"173 New Cross Rd, London SE14 5DG, United Kingdom",SE14 5DG,203,4.3
2209,Unit 3,"Gaunson House, Markfield Rd, London N15 4QQ, United Kingdom",N15 4QQ,23,4
2210,Criterion Cafe,"129 Peckham High St, London SE15 5SL, United Kingdom",SE15 5SL,121,4.4
2211,Mum's Cafe,"36 Upper Wickham Ln, Welling DA16 3HF, United Kingdom",DA16 3HF,139,4.6
2212,Boulangerie Bon Matin,"29-31 Ballards Ln, London N3 1XP, United Kingdom",N3 1XP,643,4.4
2213,Uchi Bake,"140 Clarence Rd, Lower Clapton, London E5 8DY, United Kingdom",E5 8DY,164,4.1
2214,FORNO,"322 Andrews Rd, London E8 4RP, United Kingdom",E8 4RP,635,4.4
2215,Stage House,"315-317 Green Lanes, London N13 4YB, United Kingdom",N13 4YB,347,4.8
2216,Sam's Cafe,"292 Bethnal Grn Rd, London E2 0AG, United Kingdom",E2 0AG,201,4.8
2217,Airline Cafe,"14 Western Gateway, London E16 1FD, United Kingdom",E16 1FD,562,3.7
2218,Jennys Cafe,"505 New Cross Rd, London SE14 6TQ, United Kingdom",SE14 6TQ,199,4.6
2219,Luma Cafe,"380 Green Lanes, London N13 5PD, United Kingdom",N13 5PD,137,4.4
2220,Wild Bean Cafe,"Leatherhead Rd, Chessington KT9 2NH, United Kingdom",KT9 2NH,1,3.7
2221,Benso Cafe London,"145 Deans Ln, Edgware HA8 9NY, United Kingdom",HA8 9NY,71,4.6
2222,Cozco Latte,"99 Fulham Palace Rd, London W6 8JA, United Kingdom",W6 8JA,400,4.4
2223,Queens Cafe Queen spicy,"Parking lot, 312 Bancroft Rd, Bethnal Green, London E1 4BU, United Kingdom",E1 4BU,101,3.6
2224,Nonna Rosa's Café,"108 a, b, Brighton Rd, Coulsdon CR5 2NB, United Kingdom",CR5 2NB,124,4.6
2225,Buondi Italian Store & Cafe,"92 Bedford Hill, London SW12 9HR, United Kingdom",SW12 9HR,21,4.8
2226,Tiltyard Cafe,"Hampton Ct Rd, Molesey, East Molesey KT8 9AP, United Kingdom",,887,4.9
2227,Bagel on the Park,"105 Gore Rd, London E9 7HW, United Kingdom",E9 7HW,150,4.6
2228,People’s Choice Cafe,"236 Essex Rd, London N1 3AP, United Kingdom",N1 3AP,68,4.5
2229,The Olive Branch Bromley,"East St, Bromley BR1 1QU, United Kingdom",BR1 1QU,45,4.3
2230,Lilly's Kitchen,"94 Bromley Rd, Beckenham BR3 5NP, United Kingdom",BR3 5NP,90,4.6
2231,Adams Cafe Restaurant Croydon,"152 London Rd, Croydon CR0 2TD, United Kingdom",CR0 2TD,160,4.5
2232,Station Cafe,"73A Selhurst Rd, London SE25 5QB, United Kingdom",SE25 5QB,37,4.3
2233,Margiana,"4 High St, London SE25 6EP, United Kingdom",SE25 6EP,198,4.7
2234,Noa’s,"6-9 The Square, Hayes, Uxbridge UB11 1FW, United Kingdom",UB11 1FW,4,
2235,Anna's Coffee House & Kitchen,"227 Lower Addiscombe Rd, Croydon CR0 6RB, United Kingdom",CR0 6RB,174,4.8
2236,Hash E8 (Dalston Lane),"170 Dalston Ln, London E8 1NG, United Kingdom",E8 1NG,606,4.4
2237,Baker Street Cafe & Restaurant,"208 Baker St, Enfield EN1 3JY, United Kingdom",EN1 3JY,51,4.3
2238,Coffee Bay Roastery,"Unit 10, Red Lion Business Park, Red Lion Rd, Tolworth, Surbiton KT6 7QD, United Kingdom",KT6 7QD,8,5
2239,Café Kitsuné - Belgravia,"19 Motcomb St, London SW1X 8LB, United Kingdom",SW1X 8LB,1021,0
2240,3 Fratelli Caffe,"290 Hale Ln, Edgware HA8 8NP, United Kingdom",HA8 8NP,18,1
2241,Edgwarebury Park Cafe,"217 Edgwarebury Ln, Edgware HA8 8QJ, United Kingdom",HA8 8QJ,21,3.9
2242,GAIL's Bakery South Woodford,"20-21 Electric Parade, London E18 2LX, United Kingdom",E18 2LX,259,4
2243,Olive Tree Cafe,"1D Chase Ct Gardens, Enfield EN2 8DH, United Kingdom",EN2 8DH,325,4.7
2244,Mill Hill Park Cafe,"Wise Ln, London NW7 2BD, United Kingdom",NW7 2BD,180,4.2
2245,Portland Cafe,"42 Portland Rd, London SE25 4PQ, United Kingdom",SE25 4PQ,160,4.2
2246,Arabica Coffee House Welling,"8A Bellegrove Rd, Welling DA16 3PR, United Kingdom",DA16 3PR,14,
2247,Chefs Delight,"69 Sydenham Rd, London SE26 5UA, United Kingdom",SE26 5UA,438,4.3
2248,Victorian Cafe,"5 Worple Rd, London SW19 4DA, United Kingdom",SW19 4DA,31,4.7
2249,Tesco Cafe,"55 Oldfields Rd, Sutton SM1 2NB, United Kingdom",SM1 2NB,96,4.3
2250,Wild Bean Cafe,"215 Selsdon Park Rd, South Croydon CR2 8JH, United Kingdom",CR2 8JH,5,4.4
2251,Cinta,"34 Burnaby St, London SW10 0PL, United Kingdom",SW10 0PL,60,4.5
2252,Il Molino,"284 Battersea Park Rd, London SW11 3BT, United Kingdom",SW11 3BT,257,4.5
2253,DD's Cafe,"43 Chipstead Valley Rd, Coulsdon CR5 2RB, United Kingdom",CR5 2RB,159,4.8
2254,The Breakfast Club Angel,"31 Camden Passage, London N1 8EA, United Kingdom",N1 8EA,2646,4.7
2255,Queen's Diner,"11 Herbert Rd, London SE18 3TB, United Kingdom",SE18 3TB,250,4.6
2256,Cafe Nunu,"6 Station Approach, London SW6 3UH, United Kingdom",SW6 3UH,24,3.5
2257,Espresso Vibes - Specialty Coffee,"Southside Shopping Centre, London SW18 4FT, United Kingdom",SW18 4FT,68,4.5
2258,Latte Layers,"37 Great Tower St, London EC3R 5AQ, United Kingdom",EC3R 5AQ,0,4.1
2259,Station Cafe,"172a E India Dock Rd, London E14 0EH, United Kingdom",E14 0EH,21,4.1
2260,Deja Brew Café,"319 Brockley Rd, London SE4 2QZ, United Kingdom",SE4 2QZ,242,4.6
2261,Sblended Milkshakes Greenwich,"36 Greenwich Church St, London SE10 9BL, United Kingdom",SE10 9BL,26,4.3
2262,Luba’s Green Hut Café,"Kensington Rd., London SW7 5EE, United Kingdom",SW7 5EE,67,4.9
2263,Middleton Deli,"63 Loampit Hill, London SE13 7SZ, United Kingdom",SE13 7SZ,223,4.1
2264,Change Please Cardinal Place,"4A, Cardinal Place, Victoria St, London SW1E 5JL, United Kingdom",SW1E 5JL,71,3.7
2265,R Coffee,"London SW1P 4DF, United Kingdom",,16,4.8
2266,The Breakfast Club Hackney Wick,"Queen Elizabeth Olympic Park, Canalside, Here East, 29 E Bay Ln, London E15 2GW, United Kingdom",E15 2GW,1081,4.2
2267,Langdon Park Cafe,"30 Hay Currie St, London E14 6GN, United Kingdom",E14 6GN,24,
2268,Selcafe,"Cable Trade Park, London SE7 7RJ, United Kingdom",SE7 7RJ,48,4.5
2269,Caspino,"16 Cutter Ln, London SE10 0XW, United Kingdom",SE10 0XW,40,4.4
2270,FCB Coffee Denmark Hill,"Windsor Walk, London SE5 8BB, United Kingdom",SE5 8BB,438,4.6
2271,Mehmets Cafe,"79 St Ann's Cres, London SW18 2LP, United Kingdom",SW18 2LP,141,4.6
2272,New X Coffee,"259 New Cross Rd, London SE14 5UL, United Kingdom",SE14 5UL,53,4.9
2273,The Cafe Upstairs (Selco Canning Town),"Europa Trade Park, Cody Rd, Selco E16 4SP, United Kingdom",E16 4SP,34,5
2274,Corni & Crumble Limited,"120 Wandsworth Bridge Rd., London SW6 2TF, United Kingdom",SW6 2TF,4,
2275,The Crag Snacks & Coffee Company,"Unit 6, Harrington Way, Mellish Estate, London SE18 5NR, United Kingdom",SE18 5NR,42,4.2
2276,The Electric Elephant Cafe,"186A Crampton St, London SE17 3AE, United Kingdom",SE17 3AE,280,4.4
2277,Artisan Brew,"65 Grays Inn Rd, London WC1X 8TL, United Kingdom",WC1X 8TL,20,
2278,Pran Sweet & Coffee,"304 Barking Rd, London E6 1LA, United Kingdom",E6 1LA,1,4.3
2279,Fat Tony's,"215 East St, London SE17 2SS, United Kingdom",SE17 2SS,22,4.7
2280,Yoshoku,"23 Denman St, London W1D 7HT, United Kingdom",W1D 7HT,15,
2281,The Greenwich Nest,"8 Victoria Parade, London SE10 9FR, United Kingdom",SE10 9FR,49,
2282,Creamor Cafe,"155 Battersea Park Rd, Nine Elms, London SW8 4BU, United Kingdom",SW8 4BU,175,4.6
2283,SIENNA,"Paynes Wharf, 25 Wharf St, London SE8 3GG, United Kingdom",SE8 3GG,117,4.8
2284,The Food Map Cafe,"485 Hackney Rd, London E2 9ED, United Kingdom",E2 9ED,87,4.5
2285,G_ya Bakery,"253 Putney Bridge Rd, London SW15 2PU, United Kingdom",SW15 2PU,107,4.6
2286,GAIL's Bakery Elephant Park,"23 Sayer St, London SE17 1FY, United Kingdom",SE17 1FY,238,4.1
2287,Hilly Fields Park Cafe,"Unnamed Road, London SE13 7DD, United Kingdom",SE13 7DD,143,4.3
2288,Matcha Venture,"Upmarket 91, Brick Ln, London E1 6QL, United Kingdom",E1 6QL,28,4.3
2289,Caffe Aizah,"28 Skylines Village, Limeharbour, London E14 9TS, United Kingdom",E14 9TS,7,5
2290,ScandiKitchen Cafe & Shop - Victoria,"42 Buckingham Palace Rd, London SW1W 0RE, United Kingdom",SW1W 0RE,46,
2291,Mint Cafe The O2,"The O2 Arena, First, Peninsula Square, London SE10 0DX, United Kingdom",SE10 0DX,93,3.6
2292,M's Café,"219 Garratt Ln, London SW18 4DT, United Kingdom",SW18 4DT,11,
2293,WA Cafe (Aldgate East ),"21 Commercial St, London E1 6NE, United Kingdom",E1 6NE,29,
2294,South London Louie,"67 Peckham Rd, London SE5 8UH, United Kingdom",SE5 8UH,43,4.3
2295,Door - Coffee Bar,"244 Ferndale Rd, London SW9 8FR, United Kingdom",SW9 8FR,38,5
2296,Tiraffe,"Unit 2, One, 1 Southampton Row, London WC1B 5HA, United Kingdom",WC1B 5HA,150,4.8
2297,Greggs,"22 St John's Rd, London SW11 1PN, United Kingdom",SW11 1PN,82,
2298,The Clarion Cafe,"The Fulham Centre, 20 Fulham Broadway, London SW6 1AH, United Kingdom",SW6 1AH,41,4.1
2299,EL&N London - Lowndes St,"25G Lowndes St, London SW1X 9JF, United Kingdom",SW1X 9JF,1249,4
2300,L'ETO Piccadilly,"199 Piccadilly, London W1J 9HA, United Kingdom",W1J 9HA,1227,4.4
